n,beta,seed,sigma,k,m,steps,protocol,model,init_seed,sample_seed,mask_seed,samples_sha256,masks_sha256,unique_masks,elite_size,elapsed_seconds,kl,support_mass,support_kl,conditional_kl,unseen_mass,region_mass_kl,within_region_kl,coverage_1000,recovery_1000,conditional_coverage_1000,coverage_2000,recovery_2000,conditional_coverage_2000,coverage_5000,recovery_5000,conditional_coverage_5000
12,0.9,111,1.0,512,200,600,matched,iqp-parity,13695,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,273,289,0.5886295840609819,0.49765866045495477,1.0,-0.0,0.49765866045495477,0.47274106854227094,0.0006269365232211208,0.49703172393173384,0.12115673737402352,0.4192274649620191,0.12115673737402352,0.08167967674409132,0.5652572785058223,0.08167967674409132,0.04270812666237907,0.7388949249546551,0.04270812666237907
12,0.9,111,1.0,512,200,600,matched,iqp-mse,13695,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,273,289,0.4452798339771107,0.4287738792810607,1.0,-0.0,0.4287738792810607,0.46614226981562434,0.0002463378658553346,0.4285275414152056,0.12039063538035075,0.4165765930115943,0.12039063538035075,0.08282226474405505,0.5731644618965748,0.08282226474405505,0.04353972620649519,0.753282460319986,0.04353972620649519
12,0.9,111,2.0,128,200,600,matched,iqp-parity,11007,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,9488b516c6db03a2bd904f5226cf80d9e6a2dd8e52024213f0e6234f83d700b5,43,289,0.5983636250020936,0.4631771855471871,1.0,-0.0,0.4631771855471871,0.47871845248684797,0.0011219260458136746,0.4620552595013737,0.12005102006697274,0.4154014535189368,0.12005102006697274,0.08249607542374329,0.5709070963580851,0.08249607542374329,0.04364808656645414,0.7551572070320786,0.04364808656645414
12,0.9,111,2.0,128,200,600,matched,iqp-mse,11007,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,9488b516c6db03a2bd904f5226cf80d9e6a2dd8e52024213f0e6234f83d700b5,43,289,0.46984012506436557,0.47058694078527064,0.9999999999999998,2.2204460492503136e-16,0.4705869407852704,0.4601866753587547,5.260900667950364e-05,0.47053433177859116,0.11810726219854191,0.4086756477458197,0.11810726219854192,0.08063961138663603,0.5580595943711836,0.08063961138663603,0.042768748532754794,0.7399437462414324,0.042768748532754794
12,0.9,111,2.0,256,200,600,matched,iqp-parity,11903,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,7e3ad7fdc353663a65bb0246bd295b3a9f8cb481944f5de89ba0f28ec93d17a4,67,289,0.5640608340036124,0.4299493551332795,1.0,-0.0,0.4299493551332795,0.5104983545464429,0.006149135528002912,0.4238002196052768,0.1250097859443435,0.4325598129562059,0.1250097859443435,0.08557946962832515,0.5922454645558833,0.08557946962832515,0.045132702276545894,0.7808425999402404,0.045132702276545894
12,0.9,111,2.0,256,200,600,matched,iqp-mse,11903,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,7e3ad7fdc353663a65bb0246bd295b3a9f8cb481944f5de89ba0f28ec93d17a4,67,289,0.41686658305116,0.4295313518162679,1.0,-0.0,0.4295313518162679,0.47579211698616897,0.0008617678029718273,0.42866958401329625,0.12184049128953424,0.4215933954655164,0.12184049128953424,0.08342975879288397,0.5773685729611348,0.08342975879288397,0.04416060193737616,0.7640242549719058,0.04416060193737616
12,0.9,111,2.0,512,200,600,matched,iqp-parity,13695,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,c82f9ffb273e363eee222e8f1ca4901ef0d88a2a41d7c7bf0385dfda9f807c69,92,289,0.5782743329182267,0.4294578718493476,1.0,-0.0,0.4294578718493476,0.48676972922023687,0.0020140503221756575,0.4274438215271722,0.12524024307101966,0.4333572424602757,0.12524024307101966,0.08508608720936672,0.5888310533520188,0.08508608720936672,0.044398831926131664,0.7681458810749423,0.044398831926131664
12,0.9,111,2.0,512,200,600,matched,iqp-mse,13695,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,c82f9ffb273e363eee222e8f1ca4901ef0d88a2a41d7c7bf0385dfda9f807c69,92,289,0.43547420809045434,0.4287738792810607,1.0,-0.0,0.4287738792810607,0.46614226981562434,0.0002463378658553346,0.4285275414152056,0.12039063538035075,0.4165765930115943,0.12039063538035075,0.08282226474405505,0.5731644618965748,0.08282226474405505,0.04353972620649519,0.753282460319986,0.04353972620649519
12,0.9,111,3.0,128,200,600,matched,iqp-parity,11007,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,2462031a501a49c2fefaa7d11a6b8111818a0f657b9f27fb844c9a2508a825fe,31,289,0.6174299580743536,0.483533752931536,0.9999999999999999,1.1102230246251565e-16,0.4835337529315359,0.5057478864204584,0.005140857462148492,0.47839289546938757,0.12466914880349239,0.43138113772834735,0.12466914880349239,0.08455815676399163,0.5851775554601497,0.08455815676399163,0.04405764480383844,0.7622429896857862,0.04405764480383844
12,0.9,111,3.0,128,200,600,matched,iqp-mse,11007,118,333,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,2462031a501a49c2fefaa7d11a6b8111818a0f657b9f27fb844c9a2508a825fe,31,289,0.4933984159724787,0.47058694078527064,0.9999999999999998,2.2204460492503136e-16,0.4705869407852704,0.4601866753587547,5.260900667950364e-05,0.47053433177859116,0.11810726219854191,0.4086756477458197,0.11810726219854192,0.08063961138663603,0.5580595943711836,0.08063961138663603,0.042768748532754794,0.7399437462414324,0.042768748532754794
