beta,seed,rule,parity_sigma,parity_k,mse_k,parity_kl,matched_mse_kl,selected_mse_kl,parity_validation_nll,mse_validation_nll
1.2,114,oracle,0.5,512,128,0.3351044398731857,0.40094336976064293,0.3562820803637521,4.3502255478792895,4.363874213274653
1.2,114,validation,1.0,256,128,0.34311056817952584,0.4214782017537044,0.3562820803637521,4.337377534786014,4.363874213274653
1.2,115,oracle,1.0,512,128,0.37755747542510465,0.40634897545024684,0.3817720199030557,3.893107203900548,3.8706896471626617
1.2,115,validation,0.5,512,128,0.3830906745181236,0.40634897545024684,0.3817720199030557,3.854251134377671,3.8706896471626617
1.2,116,oracle,2.0,128,128,0.3286173045420123,0.3286659131851083,0.3286659131851083,3.8409171134236253,3.8694664525700464
1.2,116,validation,2.0,128,128,0.3286173045420123,0.3286659131851083,0.3286659131851083,3.8409171134236253,3.8694664525700464
1.2,117,oracle,0.5,256,256,0.32175491440105486,0.2996811850500603,0.2996811850500603,4.215198538741325,4.179749030621997
1.2,117,validation,1.0,512,256,0.3779303663247452,0.5350454744259305,0.2996811850500603,4.1650215143165035,4.179749030621997
1.2,118,oracle,0.5,512,512,0.39296208661025744,0.36024637143562477,0.36024637143562477,4.377517165562003,4.359475477585699
1.2,118,validation,0.5,512,512,0.39296208661025744,0.36024637143562477,0.36024637143562477,4.377517165562003,4.359475477585699
1.2,119,oracle,1.0,512,256,0.33294942383462656,0.3647884328022269,0.3144392909664622,4.45013567473594,4.433417393821326
1.2,119,validation,0.5,256,256,0.3841760141176024,0.3144392909664622,0.3144392909664622,4.398252685344211,4.433417393821326
1.2,120,oracle,3.0,512,256,0.3550319855982549,0.40665667120213556,0.3316733227310218,4.709281040319511,4.70079182046249
1.2,120,validation,3.0,512,128,0.3550319855982549,0.40665667120213556,0.34194432634870753,4.709281040319511,4.686158241244459
1.3,111,oracle,0.5,512,128,0.3583446800153252,0.3768106073678737,0.3192523362195577,3.9605022478476757,3.931097801130936
1.3,111,validation,0.5,512,128,0.3583446800153252,0.3768106073678737,0.3192523362195577,3.9605022478476757,3.931097801130936
1.3,112,oracle,0.5,512,512,0.3718730995859369,0.3261024747886579,0.3261024747886579,3.8726644438951143,3.8250435509945824
1.3,112,validation,1.0,512,512,0.42051442656723187,0.3261024747886579,0.3261024747886579,3.869575387175878,3.8250435509945824
1.3,113,oracle,2.0,512,512,0.30723630039207883,0.29665937644084417,0.29665937644084417,3.6548436687801678,3.628650930097362
1.3,113,validation,1.0,256,512,0.3284141199585917,0.3291951683215418,0.29665937644084417,3.6463083070961146,3.628650930097362
1.3,114,oracle,0.5,256,128,0.30337240733895726,0.31097697018324366,0.2994002989046087,3.9118389415007666,3.890518657531483
1.3,114,validation,0.5,256,512,0.30337240733895726,0.31097697018324366,0.3116928899127711,3.9118389415007666,3.8865222866310503
1.3,115,oracle,1.0,512,512,0.3084650019970459,0.33765296488959273,0.33765296488959273,3.4940265131608212,3.535835075234613
1.3,115,validation,1.0,512,512,0.3084650019970459,0.33765296488959273,0.33765296488959273,3.4940265131608212,3.535835075234613
1.3,116,oracle,0.5,512,128,0.3188903016752429,0.33044502512491736,0.2952737764859982,3.3463341137924942,3.2801443188846324
1.3,116,validation,0.5,512,128,0.3188903016752429,0.33044502512491736,0.2952737764859982,3.3463341137924942,3.2801443188846324
1.3,117,oracle,2.0,128,256,0.2965268888938817,0.3912634794412821,0.29871770773695117,3.56993824236587,3.57072821720813
1.3,117,validation,2.0,128,256,0.2965268888938817,0.3912634794412821,0.29871770773695117,3.56993824236587,3.57072821720813
1.3,118,oracle,3.0,128,512,0.3794122330095757,0.4482904732636507,0.39431185509627686,4.171460575315739,4.0971620486040745
1.3,118,validation,0.5,256,512,0.3976978059371917,0.4664297924031876,0.39431185509627686,4.157863026147023,4.0971620486040745
1.3,119,oracle,2.0,256,256,0.29482909207255975,0.2996286107326818,0.2996286107326818,3.8547601422674918,3.8743564826997776
1.3,119,validation,3.0,256,256,0.2954299673251549,0.2996286107326818,0.2996286107326818,3.8188126301843903,3.8743564826997776
1.3,120,oracle,0.5,512,128,0.31135812437601107,0.31857791204552005,0.26703971006572524,4.448729567554114,4.358894680829732
1.3,120,validation,1.0,512,128,0.3417610348467687,0.31857791204552005,0.26703971006572524,4.34900740670707,4.358894680829732
1.4,111,oracle,0.5,512,128,0.30501224851986064,0.32230516702601664,0.2356511191338079,3.4229192126179306,3.3447643052872746
1.4,111,validation,0.5,512,128,0.30501224851986064,0.32230516702601664,0.2356511191338079,3.4229192126179306,3.3447643052872746
1.4,112,oracle,0.5,512,128,0.2902737990787316,0.2624144904457964,0.2558774010826129,3.3798025253229587,3.3369474738310596
1.4,112,validation,1.0,512,256,0.316004311103986,0.2624144904457964,0.27459668082764555,3.366047357910057,3.334647586358272
1.4,113,oracle,1.0,256,256,0.26324974204040236,0.29285429416770775,0.29285429416770775,3.3984075525695734,3.503826446983803
1.4,113,validation,1.0,256,256,0.26324974204040236,0.29285429416770775,0.29285429416770775,3.3984075525695734,3.503826446983803
1.4,114,oracle,0.5,512,256,0.23953270907423746,0.242133552441033,0.2335039691998044,3.138680231493629,3.161068892536667
1.4,114,validation,0.5,512,512,0.23953270907423746,0.242133552441033,0.242133552441033,3.138680231493629,3.1536370086454406
1.4,115,oracle,3.0,512,256,0.3169840075027146,0.3360363442104055,0.3240437274551867,3.174763160206079,3.097839170750642
1.4,115,validation,1.0,512,256,0.3373450616665016,0.3360363442104055,0.3240437274551867,3.139168659462523,3.097839170750642
1.4,116,oracle,0.5,512,128,0.2152804128897342,0.2374326352812351,0.22187734132497644,2.7796956740154712,2.7651168741038172
1.4,116,validation,0.5,512,128,0.2152804128897342,0.2374326352812351,0.22187734132497644,2.7796956740154712,2.7651168741038172
1.4,117,oracle,2.0,256,256,0.28420797101610984,0.24646499998997384,0.24646499998997384,2.964681299580221,2.9922965280939287
1.4,117,validation,1.0,256,256,0.31224015536753835,0.24646499998997384,0.24646499998997384,2.9502240815223133,2.9922965280939287
1.4,118,oracle,0.5,512,512,0.3520807723949202,0.24920025496878634,0.24920025496878634,3.4818786032149354,3.389698975909504
1.4,118,validation,0.5,512,512,0.3520807723949202,0.24920025496878634,0.24920025496878634,3.4818786032149354,3.389698975909504
1.4,119,oracle,3.0,256,256,0.25760623584383446,0.2483239169699477,0.2483239169699477,3.3352867695672352,3.2917792469658327
1.4,119,validation,1.0,128,256,0.29406421315522263,0.2675362328762374,0.2483239169699477,3.3088360213186263,3.2917792469658327
1.4,120,oracle,0.5,512,256,0.28523538716915847,0.2990812629376007,0.22655508292374704,3.570204388337837,3.486476536078084
1.4,120,validation,0.5,512,256,0.28523538716915847,0.2990812629376007,0.22655508292374704,3.570204388337837,3.486476536078084
1.5,111,oracle,1.0,512,512,0.2165568895586472,0.21974235876650128,0.21974235876650128,3.0028169359323873,2.983721493447667
1.5,111,validation,0.5,256,512,0.25165601288607914,0.2365556456283734,0.21974235876650128,2.9841862298719826,2.983721493447667
1.5,112,oracle,1.0,512,512,0.27193454147929996,0.23816263311277291,0.23816263311277291,2.7540908991758233,2.708182987007717
1.5,112,validation,0.5,512,512,0.2828962398088657,0.23816263311277291,0.23816263311277291,2.739559049086679,2.708182987007717
1.5,113,oracle,1.0,512,512,0.24665907550102495,0.22346385625362142,0.22346385625362142,3.202732306473754,3.1493499421177655
1.5,113,validation,0.5,512,512,0.2516340045692715,0.22346385625362142,0.22346385625362142,3.1693817461734586,3.1493499421177655
1.5,114,oracle,0.5,512,128,0.18325977304304997,0.19306267192771132,0.17737498705888688,2.8186089723065106,2.8139507501109744
1.5,114,validation,0.5,128,512,0.19500591215462482,0.17737498705888688,0.19306267192771132,2.8050083292907253,2.799917099574673
1.5,115,oracle,1.0,256,256,0.29005366069579497,0.2603458555334053,0.2603458555334053,2.743362110049923,2.7463560617706535
1.5,115,validation,2.0,256,256,0.29861968428891944,0.2603458555334053,0.2603458555334053,2.7008387478873557,2.7463560617706535
1.5,116,oracle,1.0,512,128,0.2488718623544145,0.22844719799898452,0.20399079934786143,2.4723661509002004,2.4818731261318776
1.5,116,validation,1.0,512,128,0.2488718623544145,0.22844719799898452,0.20399079934786143,2.4723661509002004,2.4818731261318776
1.5,117,oracle,2.0,512,256,0.2504870538559033,0.28822455140628195,0.24033775157903547,2.5745455716932253,2.5959494603737245
1.5,117,validation,1.0,256,256,0.25393563535708663,0.24033775157903547,0.24033775157903547,2.5744227405436284,2.5959494603737245
1.5,118,oracle,1.0,256,512,0.4146127890368251,0.4118980497361283,0.3824217322013891,3.4331921591349914,3.2979229075842387
1.5,118,validation,0.5,256,512,0.4522724661843922,0.4118980497361283,0.3824217322013891,3.41975917379463,3.2979229075842387
1.5,119,oracle,0.5,256,128,0.26074896443976714,0.24429730376346012,0.2389286883305682,2.975765885945054,2.93755593826942
1.5,119,validation,0.5,256,128,0.26074896443976714,0.24429730376346012,0.2389286883305682,2.975765885945054,2.93755593826942
1.5,120,oracle,1.0,512,128,0.20463907195161435,0.20457034414381225,0.18983387244106242,3.026616482631874,3.032077998691796
1.5,120,validation,1.0,512,128,0.20463907195161435,0.20457034414381225,0.18983387244106242,3.026616482631874,3.032077998691796
1.6,111,oracle,0.5,512,512,0.18727441350391416,0.17594130573404784,0.17594130573404784,2.3173229510371645,2.3116103626535733
1.6,111,validation,0.5,512,256,0.18727441350391416,0.17594130573404784,0.17836006596745493,2.3173229510371645,2.311183293929309
1.6,112,oracle,0.5,512,512,0.18996823383928318,0.17317988588383687,0.17317988588383687,2.3033971301013394,2.2861701316324967
1.6,112,validation,0.5,512,512,0.18996823383928318,0.17317988588383687,0.17317988588383687,2.3033971301013394,2.2861701316324967
1.6,113,oracle,0.5,512,512,0.18056245884605954,0.1692130128188052,0.1692130128188052,2.560986666664745,2.5537033212700413
1.6,113,validation,2.0,128,256,0.23237208634777412,0.17927994896838098,0.18445246807524723,2.552215483219476,2.5488630506847727
1.6,114,oracle,0.5,512,256,0.17238054528927577,0.21147682290289527,0.18673697468231362,2.497277860723214,2.553171338236286
1.6,114,validation,1.0,256,128,0.18911339217862688,0.18673697468231362,0.1919530949868954,2.4755876952531346,2.549695005511522
1.6,115,oracle,1.0,256,512,0.2415720776693796,0.243426841307885,0.2338662984743909,2.3042928724754583,2.2922445273220378
1.6,115,validation,1.0,512,512,0.2447952764944234,0.2338662984743909,0.2338662984743909,2.2995896634671396,2.2922445273220378
1.6,116,oracle,1.0,256,256,0.20136608902250014,0.18499146983996595,0.18499146983996595,2.245699772089954,2.2421456979519236
1.6,116,validation,1.0,512,256,0.20317470814563293,0.23321089961013963,0.18499146983996595,2.2328586888082675,2.2421456979519236
1.6,117,oracle,0.5,256,128,0.18078966577179645,0.176963352079408,0.17040182965534645,2.348370260125119,2.3450205604243113
1.6,117,validation,0.5,256,256,0.18078966577179645,0.176963352079408,0.176963352079408,2.348370260125119,2.334625998209935
1.6,118,oracle,3.0,128,256,0.31513497725653233,0.3323194454922008,0.3222724996529071,2.637480954053327,2.7160493290020042
1.6,118,validation,3.0,128,256,0.31513497725653233,0.3323194454922008,0.3222724996529071,2.637480954053327,2.7160493290020042
1.6,119,oracle,0.5,512,128,0.19507684446585952,0.19660356379373362,0.16780117250643276,2.650215025532908,2.690348856411906
1.6,119,validation,0.5,512,512,0.19507684446585952,0.19660356379373362,0.19660356379373362,2.650215025532908,2.6640130946031833
1.6,120,oracle,0.5,512,256,0.20620384576454,0.18658012361536516,0.18224378599822808,2.5024002333537005,2.4835709771229135
1.6,120,validation,0.5,512,512,0.20620384576454,0.18658012361536516,0.18658012361536516,2.5024002333537005,2.467577038267602
1.7,111,oracle,0.5,512,512,0.13973074615880482,0.12684669973147988,0.12684669973147988,2.013960841809462,1.996388857934597
1.7,111,validation,0.5,128,512,0.17533384038394828,0.1322252517737789,0.12684669973147988,2.0066461308536874,1.996388857934597
1.7,112,oracle,0.5,512,128,0.13783189329432163,0.1401654052439723,0.1272032055589339,2.1086602730696584,2.0797913039256413
1.7,112,validation,1.0,256,128,0.1582778519701252,0.14386718289452594,0.1272032055589339,2.0617497910195532,2.0797913039256413
1.7,113,oracle,2.0,256,256,0.14345294220115815,0.1603237696859782,0.1603237696859782,2.2488249461275416,2.205022672237382
1.7,113,validation,1.0,256,256,0.17009450578366792,0.1603237696859782,0.1603237696859782,2.221090111952991,2.205022672237382
1.7,114,oracle,1.0,256,256,0.14049943794696196,0.13142766225127278,0.13142766225127278,2.2259796572901953,2.2071125646299463
1.7,114,validation,1.0,128,256,0.17855699246230297,0.14837999063733995,0.13142766225127278,2.2026771730877464,2.2071125646299463
1.7,115,oracle,2.0,128,512,0.2492704880530562,0.2988235684623931,0.28599504931307357,2.008097445076547,2.027885418563541
1.7,115,validation,3.0,512,512,0.2854243463953771,0.28599504931307357,0.28599504931307357,2.002028812630541,2.027885418563541
1.7,116,oracle,1.0,512,128,0.1553084305855759,0.15220901919877458,0.13106786752822275,1.9916774015974112,1.9652828007882852
1.7,116,validation,0.5,512,128,0.16239193332153642,0.15220901919877458,0.13106786752822275,1.9906258859122108,1.9652828007882852
1.7,117,oracle,1.0,256,256,0.17488688607677078,0.13166857072451904,0.13166857072451904,1.912319003163766,1.8651864079542282
1.7,117,validation,2.0,256,256,0.20488135021766746,0.13166857072451904,0.13166857072451904,1.8888421798846577,1.8651864079542282
1.7,118,oracle,3.0,256,256,0.26829551488363707,0.29444104760039086,0.29444104760039086,2.6239319434702906,2.6072494947956244
1.7,118,validation,3.0,256,512,0.26829551488363707,0.29444104760039086,0.29540253326600474,2.6239319434702906,2.5760443515267637
1.7,119,oracle,1.0,512,128,0.16011707015352603,0.16143426905670125,0.1509488955300173,2.146482994430281,2.177303370938196
1.7,119,validation,2.0,512,128,0.24608420438302187,0.16143426905670125,0.1509488955300173,2.120429488647884,2.177303370938196
1.7,120,oracle,1.0,256,256,0.1797679662053006,0.155915101517471,0.155915101517471,2.114843474966479,2.09113600436392
1.7,120,validation,1.0,128,512,0.19039847345392363,0.16153108640753963,0.15778268014847902,2.084346931007486,2.085924817620993
1.8,111,oracle,1.0,512,512,0.1286343822195257,0.1512001702834847,0.1512001702834847,1.8052540947215088,1.8436680593877222
1.8,111,validation,1.0,512,128,0.1286343822195257,0.1512001702834847,0.1530316078604051,1.8052540947215088,1.8434066490428316
1.8,112,oracle,0.5,512,128,0.11213202398455427,0.12621164629567627,0.11532761225236264,1.9472516726022793,1.9141333942905305
1.8,112,validation,0.5,256,128,0.12392924639742497,0.11611403407310823,0.11532761225236264,1.9367454906580246,1.9141333942905305
1.8,113,oracle,0.5,512,128,0.14966933407634678,0.1484026860638476,0.13914730931659985,2.179982546482661,2.1369474500291954
1.8,113,validation,2.0,128,128,0.15767295804030101,0.13914730931659985,0.13914730931659985,2.165008964480363,2.1369474500291954
1.8,114,oracle,0.5,256,512,0.13533957516449505,0.14154113813766972,0.1298182271088634,1.8364671764891978,1.852652739594963
1.8,114,validation,0.5,256,512,0.13533957516449505,0.14154113813766972,0.1298182271088634,1.8364671764891978,1.852652739594963
1.8,115,oracle,0.5,512,512,0.1932535939928669,0.17721196951304213,0.17721196951304213,1.7585488149089519,1.7276182724867022
1.8,115,validation,0.5,512,128,0.1932535939928669,0.17721196951304213,0.1783561395617271,1.7585488149089519,1.7258066944512296
1.8,116,oracle,1.0,256,256,0.13552650102461153,0.11452751462381702,0.11452751462381702,1.896653419215649,1.868670533435997
1.8,116,validation,1.0,128,256,0.14937368186550182,0.11925398798536044,0.11452751462381702,1.873703474790302,1.868670533435997
1.8,117,oracle,0.5,256,128,0.1483088711674434,0.1543880289301368,0.1329489996679173,1.804496903350045,1.7724487255537733
1.8,117,validation,1.0,256,128,0.1537051238091141,0.1543880289301368,0.1329489996679173,1.7391912533145586,1.7724487255537733
1.8,118,oracle,1.0,512,512,0.12570488088302373,0.10600456469466596,0.10600456469466596,1.9970069487035718,1.9967237192633298
1.8,118,validation,1.0,512,128,0.12570488088302373,0.10600456469466596,0.10844805777049862,1.9970069487035718,1.99602625009357
1.8,119,oracle,0.5,512,128,0.17766435721898147,0.14872794533082176,0.14304126396281372,2.0717412435174936,2.0364710939087463
1.8,119,validation,1.0,512,128,0.19344580827229368,0.14872794533082176,0.14304126396281372,2.014136147677316,2.0364710939087463
1.8,120,oracle,0.5,512,128,0.1489336125428356,0.13603449717139413,0.13067131109942018,2.127640090817428,2.1318362982691155
1.8,120,validation,2.0,512,512,0.16779827888466653,0.13603449717139413,0.13603449717139413,2.073831960200946,2.12968315035861
1.9,111,oracle,0.5,512,512,0.11312006932731616,0.10319395451949256,0.10319395451949256,1.7025968538027072,1.6703344485197889
1.9,111,validation,0.5,256,256,0.14733951474326393,0.10526196417377785,0.10526196417377785,1.6740007873612037,1.6701667644881297
1.9,112,oracle,0.5,512,256,0.1286691035023659,0.13725528615861543,0.12336338507844011,1.5752399005115665,1.579141462028416
1.9,112,validation,0.5,512,128,0.1286691035023659,0.13725528615861543,0.12373900083227174,1.5752399005115665,1.5790428253036135
1.9,113,oracle,1.0,128,128,0.11526169221508975,0.1260820069653204,0.1260820069653204,1.7976357716366504,1.8107166961495653
1.9,113,validation,1.0,128,128,0.11526169221508975,0.1260820069653204,0.1260820069653204,1.7976357716366504,1.8107166961495653
1.9,114,oracle,0.5,512,256,0.11706133816204137,0.11348154455691059,0.09415068390960162,1.8589322273683269,1.7771493658832411
1.9,114,validation,0.5,512,128,0.11706133816204137,0.11348154455691059,0.10318134831859652,1.8589322273683269,1.7530679526232171
1.9,115,oracle,0.5,512,512,0.13667138716707983,0.12115967736344345,0.12115967736344345,1.3718817007516428,1.3583884636774826
1.9,115,validation,1.0,128,512,0.1524836881741043,0.14947008298560557,0.12115967736344345,1.3488364942790363,1.3583884636774826
1.9,116,oracle,1.0,512,512,0.10538031547908881,0.1158045457872389,0.1158045457872389,1.6933471426479842,1.7080967024465832
1.9,116,validation,1.0,128,128,0.12269419187569611,0.1174178131339845,0.1174178131339845,1.6900409068413282,1.6965056943880887
1.9,117,oracle,0.5,512,512,0.11359859469595252,0.10908736360792659,0.10908736360792659,1.4207951328520863,1.4137429944341824
1.9,117,validation,1.0,256,256,0.13549934125790747,0.11076176923149345,0.11076176923149345,1.4195538594701302,1.4136534323577208
1.9,118,oracle,1.0,512,512,0.12187335419621619,0.09629587564500762,0.09629587564500762,1.6522268488966165,1.6367129109565832
1.9,118,validation,1.0,128,512,0.12762469272258245,0.098060035840079,0.09629587564500762,1.635520315829616,1.6367129109565832
1.9,119,oracle,1.0,512,128,0.1144660683428885,0.10561687122649434,0.10316045196420007,1.5889762849291242,1.5958320863348083
1.9,119,validation,1.0,512,256,0.1144660683428885,0.10561687122649434,0.1046562418013095,1.5889762849291242,1.5927122001531198
1.9,120,oracle,0.5,512,128,0.09738160025118356,0.09718289120016674,0.0912289028350644,1.6033490088652196,1.5916121480321186
1.9,120,validation,0.5,512,128,0.09738160025118356,0.09718289120016674,0.0912289028350644,1.6033490088652196,1.5916121480321186
2.0,111,oracle,0.5,512,512,0.08939197644660841,0.07911345986813986,0.07911345986813986,1.4878546312133392,1.4978377721876677
2.0,111,validation,3.0,128,512,0.16156465639921402,0.08086320532537697,0.07911345986813986,1.4802398091922992,1.4978377721876677
2.0,112,oracle,1.0,512,128,0.08716463912430046,0.10675286203578621,0.09110814250687474,1.4797134539012051,1.4840730943097287
2.0,112,validation,0.5,512,128,0.0951746560255011,0.10675286203578621,0.09110814250687474,1.4720976094305664,1.4840730943097287
2.0,113,oracle,0.5,128,256,0.13763849646944132,0.12059872940342496,0.11944376597625644,1.5423349065282659,1.515995405674134
2.0,113,validation,2.0,512,256,0.17313411363539383,0.12754959599989835,0.11944376597625644,1.505460075709492,1.515995405674134
2.0,114,oracle,0.5,512,128,0.09373766295909208,0.10634457068149088,0.08645579461311026,1.660917105311234,1.6438861295056062
2.0,114,validation,0.5,512,128,0.09373766295909208,0.10634457068149088,0.08645579461311026,1.660917105311234,1.6438861295056062
2.0,115,oracle,2.0,128,512,0.12953754560634395,0.18106379021793853,0.17208887465981296,1.617607071524427,1.5701858290410713
2.0,115,validation,1.0,512,512,0.13169884284549438,0.17208887465981296,0.17208887465981296,1.5716890101399261,1.5701858290410713
2.0,116,oracle,1.0,512,128,0.12852934779782133,0.17775878059135974,0.11978800144446478,1.719776152889336,1.7051832385205672
2.0,116,validation,3.0,512,128,0.13912904282177196,0.17775878059135974,0.11978800144446478,1.7029527655228258,1.7051832385205672
2.0,117,oracle,0.5,512,512,0.09243734238409061,0.08791624087800247,0.08791624087800247,1.3065362584154594,1.306524595039202
2.0,117,validation,2.0,128,512,0.11567254811838668,0.0885564989741405,0.08791624087800247,1.2987501431665154,1.306524595039202
2.0,118,oracle,0.5,512,512,0.07475333425169223,0.07818233476357271,0.07818233476357271,1.528887762682055,1.5344209558666009
2.0,118,validation,0.5,512,128,0.07475333425169223,0.07818233476357271,0.07867993938275025,1.528887762682055,1.5343156671687452
2.0,119,oracle,0.5,128,128,0.09026019353836778,0.08395502945343955,0.08395502945343955,1.4350279137997517,1.3894688734648781
2.0,119,validation,1.0,128,512,0.14677204421107604,0.08395502945343955,0.0867872431604807,1.3948000972120826,1.3890095828561284
2.0,120,oracle,1.0,256,512,0.09718691967851516,0.1428608210551653,0.08484694108698812,1.6036722586036973,1.5713304402307375
2.0,120,validation,0.5,256,512,0.13021020399058436,0.1428608210551653,0.08484694108698812,1.5978983513479699,1.5713304402307375
