n,beta,seed,sigma,k,m,steps,protocol,model,init_seed,sample_seed,mask_seed,samples_sha256,masks_sha256,unique_masks,elite_size,elapsed_seconds,kl,support_mass,support_kl,conditional_kl,unseen_mass,region_mass_kl,within_region_kl,coverage_1000,recovery_1000,conditional_coverage_1000,coverage_2000,recovery_2000,conditional_coverage_2000,coverage_5000,recovery_5000,conditional_coverage_5000
12,0.1,113,1.0,512,200,600,matched,transformer,35614,120,335,056f453d6005c1b706a59c7e5fba499fb139437c8937a28d522ac04edcabb113,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,296,335,8.262455791933462,1.0949577309821241,0.4996934824035658,0.6937604037357182,0.4011973272464059,0.41806079007341457,0.019943351387980507,0.3812539758584254,0.07457986610212802,0.22262646597650157,0.1241821864051634,0.06205886110631527,0.3705006633212852,0.09283033245920037,0.04114819601723585,0.6141521793617292,0.05208033979985295
12,0.1,113,1.0,512,200,600,matched,maxent,36114,120,335,056f453d6005c1b706a59c7e5fba499fb139437c8937a28d522ac04edcabb113,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,296,335,0.5762233749264851,1.726229962395912,0.5021153985978506,0.688925308023273,1.037304654372639,0.34439199425050016,0.138130825674498,0.8991738286981411,0.059047380353471624,0.1762608368760347,0.09555370096820133,0.04790077514363772,0.28597477697694157,0.07115629999207619,0.03180848878514521,0.4747535639573912,0.042007533655310965
12,0.1,114,1.0,512,200,600,matched,iqp-parity,13698,121,336,6616cacafe3698fec8b20b697822b85db9deb90bc766c2fbdd8a966ffcc7332b,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,269,346,0.9642919169273227,0.5400860617784244,1.0,-0.0,0.5400860617784244,0.8918690292556817,0.001215942778367939,0.5388701190000564,0.12966908481377357,0.3747661410802704,0.12966908481377357,0.09420120905275317,0.5445156592644692,0.09420120905275317,0.05147017884006686,0.7437887115616599,0.05147017884006686
12,0.1,114,1.0,512,200,600,matched,iqp-mse,13698,121,336,6616cacafe3698fec8b20b697822b85db9deb90bc766c2fbdd8a966ffcc7332b,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,269,346,0.7842102498980239,0.5269452044505488,1.0,-0.0,0.5269452044505488,0.879623699648325,0.0037612416934589554,0.5231839627570898,0.11813262558114497,0.3414237733559103,0.11813262558114497,0.0903511587897618,0.5222610334668312,0.0903511587897618,0.0520206218284313,0.7517430900062326,0.0520206218284313
12,0.1,114,1.0,512,200,600,matched,ising-parity,30115,121,336,6616cacafe3698fec8b20b697822b85db9deb90bc766c2fbdd8a966ffcc7332b,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,269,346,0.528864708961919,1.581929203187523,0.5000015382239715,0.6931441041167345,0.8887850990707884,0.43541962536257395,0.006303674123940117,0.8824814249468482,0.06356607774930578,0.1837169877147566,0.1065811332487584,0.05328499140600236,0.3080057306705339,0.08095682959692983,0.03621730436700019,0.5233714503901762,0.04788701204230829
12,0.1,114,1.0,512,200,600,matched,ising-nll,30118,121,336,6616cacafe3698fec8b20b697822b85db9deb90bc766c2fbdd8a966ffcc7332b,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,269,346,0.21198491705581546,0.9053227640851865,0.4999965523204295,0.6931540759428594,0.21216868814232714,0.4356956636052717,0.006125154156349687,0.2060435339859772,0.07520496889070104,0.2173554014182111,0.1293503367019985,0.06466793800742718,0.37380310986952126,0.09994173499639318,0.044689998496029185,0.645809226821231,0.0574492764650151
12,0.1,114,1.0,512,200,600,matched,transformer,35615,121,336,6616cacafe3698fec8b20b697822b85db9deb90bc766c2fbdd8a966ffcc7332b,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,269,346,8.27769116696436,1.3215879444844845,0.5033241614171178,0.6865208603574029,0.6350670841270816,0.4058869524988621,0.038314237476096774,0.5967528466509846,0.06701382582820073,0.19368157753815238,0.1122221886802241,0.05635918907783145,0.3257756594094303,0.0851822882643157,0.038131046093211385,0.5510266776475634,0.04951535790439806
12,0.1,114,1.0,512,200,600,matched,maxent,36115,121,336,6616cacafe3698fec8b20b697822b85db9deb90bc766c2fbdd8a966ffcc7332b,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,269,346,0.5230348749319091,1.576821356331891,0.5108945390666588,0.6715920915522685,0.9052292647796224,0.3628913406475973,0.11584982570098717,0.7893794390786352,0.06184278924992716,0.1787363851153964,0.10107530017801311,0.051265335237705496,0.2963314175589913,0.07668021945715145,0.03471870289583358,0.5017153597663812,0.04577574210316023
12,0.1,115,1.0,512,200,600,matched,iqp-parity,13699,122,337,61ac308d9cd4feb5feef4f317cacaeaebe30f888f3e35ea36c2a16bd47f830f3,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,279,338,0.6195532920537516,0.5516602146720024,1.0,-0.0,0.5516602146720024,0.9019580783053626,4.574849325949268e-05,0.5516144661787428,0.11548005648207442,0.34165697184045685,0.11548005648207442,0.08625729315172853,0.5103981843297546,0.08625729315172853,0.04907412726000315,0.7259486281065556,0.04907412726000315
12,0.1,115,1.0,512,200,600,matched,iqp-mse,13699,122,337,61ac308d9cd4feb5feef4f317cacaeaebe30f888f3e35ea36c2a16bd47f830f3,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,279,338,0.42392508406192064,0.48382469097025205,1.0,-0.0,0.48382469097025205,0.8790362635137849,0.0033336057991772104,0.48049108517107475,0.11258625875832427,0.33309544011338543,0.11258625875832427,0.08580112480629352,0.5076989633508493,0.08580112480629352,0.04950604051583541,0.7323378774531866,0.04950604051583541
