radius,objective,sigma,lr,beta,seed,key,parameters,status,error,kl,validation_nll,recovery_1000,coverage_1000,sample_sha256,validation_sha256,mask_sha256,initial_sha256,seconds,role
1,mse,0.75,0.02,0.9,300041,r1_mse_sigma0.75_lr0.02,12,ok,,0.8287719881522514,6.5178717272507045,0.3202214847243309,0.09670688838674792,46829aa78c5762a9ceb54ca8863f3480de6482517bfd1e43afb0bf0bd89ee10f,5fe2e72c346db70edb03802941639391b013a95df940dd11e187db63f3e31d41,0d00e39e255f46dba3191a411405565806041187fee5340f137cf919061fcf8a,02b7e89d2e646ef07a17336532bfbbe69e37fcd93734279063b8fd56c763f50b,0.29683612496592104,r1_mse_matched
1,mse,0.75,0.02,0.9,300042,r1_mse_sigma0.75_lr0.02,12,ok,,0.6724025608484077,6.328916194919115,0.3624716705682354,0.10584172780592475,d1de4d8d5d0089d4d77b163b6384abdb2b66b12058825b0360411bcaac5ee92d,c96616c67560f50dd3cebed2c47ab6cb33774c80774dc35950ae0077ea90dce9,236c3e9d974c8527f82c627e7f9465d89ecb24c2e5c55dc5fb79abb7dbacc564,8c25962c49d78a6f8b7e35d2c29fdaa5e6e573a81721ab967f5593acc3ceee72,0.2921127500012517,r1_mse_matched
1,mse,0.75,0.02,0.9,300043,r1_mse_sigma0.75_lr0.02,12,ok,,0.7304954970768909,6.359487366590714,0.33311962458080835,0.0959384518792728,ef8e7bd25984576db7218ca16ec08bd0e975634b20df074f8af7de4fe7fbda55,53f7262f5cd4d611f0f38b893d60ff604847d5eca0ebf2e1a7e1e98ef996a655,dd8941e957bfda920b24148fa5cbe1e451f423f0776c31fd0c1e985a30e475d8,804cdd71df5e59f9eb180a634b7edb598c19914e40216b1096360d22811762e9,0.2680501670110971,r1_mse_matched
1,mse,0.75,0.02,0.9,300044,r1_mse_sigma0.75_lr0.02,12,ok,,0.7268730986745504,6.305402758275663,0.32274697209514136,0.09940606740530353,ea06d8f954be15f088b6b90d0574b59f97197659e1302f3a9a0fcf4587fe8a2e,b404b0e35919d04ba7b0a4787f4141bc945414ba3d55c84d25c5d179efb132dd,372abc43814f86f660d62de2915810d1bfe0252d8fa419b04026f71a3f5ab720,36e21b40bcbe490b39bd584076be8826745bc332777146a36a5cb7e3e3bf39f3,0.27476045803632587,r1_mse_matched
1,mse,0.75,0.02,0.9,300045,r1_mse_sigma0.75_lr0.02,12,ok,,0.8822762232828929,6.535211163866054,0.30219538649441813,0.08884544362935892,2bd910b6630755e770f64ec326f47885a46e28caa1cfb2ece9898be6c52254a0,0d407ec9546bde5c8283677841f884df398b4edf2732dcb0e9dd9b8da082f3fc,9d81f3cb4360e76f6436ac7d825a7ca5602d5d45944f72eaf71d524a3217427b,1087472e8bc8734fbf6a70d800cb5c3cbe08ee37fd24af65893952bcbf850bf1,0.2717525410698727,r1_mse_matched
1,mse,0.75,0.02,0.9,300046,r1_mse_sigma0.75_lr0.02,12,ok,,0.8762772844082293,6.521402100562463,0.3181178686233196,0.0957534784556192,d5da4b35bdadfc27dd3908a7c92fc60c1ff033f7604349db35b46f48f15ce767,ff0c44f2c421e6eceb92495760ec4e53e943b09896522d93659840e35221af7b,10d4dd942fdf8134d835a7c230f64118d1d5cd38b1b1c82e7fd1d5f25707edd9,8c62be20419fd7cea2af4f2931d183ea2e6a778c3f3bee335ff402b452c8a4a1,0.2719933340558782,r1_mse_matched
1,mse,0.75,0.02,0.9,300047,r1_mse_sigma0.75_lr0.02,12,ok,,0.6946667224824877,6.261646976134156,0.3464284965984349,0.10566069146252263,ba80f6c2328d41463530a291329dc92669415ea45bc43bd361aa88ed368fe2cf,f19e3d15b50f8f8cce7c1ecf8cd85899aea4f5e9b0c50a8617fe9a8f75ab8daf,ac7e3e00895fb9d8d56b3ed3dff58e91f036d32da4c74f8d05f85d77c907cec5,fa31d5eb1e164a2a804d6e9217c3d97fc24bce1998fa2df64f82309ff236a330,0.27020495804026723,r1_mse_matched
1,mse,0.75,0.02,0.9,300048,r1_mse_sigma0.75_lr0.02,12,ok,,0.7337092574531949,6.356083367656487,0.33808617522222106,0.10041159404099965,2cebda7b822c6ea3ea437354fbbb1e7ca35303cc1db6c1d50b269ae1ad585e6c,b04449e3feda4928d4221f04eb43121fb8b890df6ce8d3100a7497b322c3cde5,86adbf3298da2cfb1bc5a5a557bd3516882977ad6c857d85affbe658d6d7d2ce,7b13b750fde1c4a9c4a7d81681c6792d14872679066f8bd0c1c73b6414a5a54c,0.2625893329968676,r1_mse_matched
1,mse,0.75,0.02,0.9,300049,r1_mse_sigma0.75_lr0.02,12,ok,,0.9608066575933896,6.69570913539402,0.2763111517504465,0.08344596782863485,4dda00783c3e9dbc89186954d10259bfe245724c40f8919bf579a059889831b9,800ad9b5f0a3eabf05aa8276d0c4ca8cd2b65ace12abe3fcbd9065b9bc20280f,6cac0f1019ba02056b4f29ab53e3be72db191db997b2aee010d7beb37435db9f,2ca741358b6b68ab9a42c5487326c20b8a2c6ad0638443d6d1b4cc1d9e95dacc,0.26301854208577424,r1_mse_matched
1,mse,0.75,0.02,0.9,300050,r1_mse_sigma0.75_lr0.02,12,ok,,0.7912972317285552,6.402907237733652,0.3245822174272805,0.09737466522818414,390f2b6ed4c28899f7489d28d61acd3ab3dac981995fc19428cbf72154196d5e,0937bba965de3b29400cb0316413f15a6327a16e51075e2bd85761227b696178,37ad5cbd72fbc28c54767b607e2fbc149c256499fc3e3472e7599dc5fa24a441,752fa1c0af8a28c64046d760b111c274213eb8b16eac843b68e77fc69b3d8fb6,0.25590704195201397,r1_mse_matched
