architecture,beta,conditional_kl,coverage_1000,error,family,initial_sha256,key,kind,kl,l2,lr,mask_sha256,model,objective,parameters,recovery_1000,region_mass_kl,role,sample_sha256,seconds,seed,sigma,source_code_sha256,status,steps,support_aware,support_kl,support_mass,unseen_mass,validation_nll,validation_sha256,within_region_kl
ring3,0.9,,0.1199496859590171,,mse,283ebd6ec26c831043b23e13e273b2477edd858168d60bece3ce17c65d2fc8b6,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.39195127393875734,,0.1,42e76b98085a2eab9af77d6a5ef650067b8f13b69956a35b3aced227d00a2e05,,mse,36,0.40251572469468827,,mse_matched,325ffd0715340a62f79769e6da0c98a86fd69d8158b936cc992bbd3be3ea9942,0.34562333300709724,5067,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.005900198188263,a596622eb090067adbf5bba840c83dd5742c4dad0cbe6a9b3dd9946f04c1a0d7,
ring3,0.9,,0.1235144620995087,,mse,b2a59ad81a5ee5fed768683e6a0f247618e8b9e8835e5760aaf69310e54e8ec8,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.34107106837981077,,0.1,1cad4b592b8d4b341ee4b8bcd8bc2d15443cd70605edc1296284c614bd7b5348,,mse,36,0.4010209808425607,,mse_matched,3fe962506d9cd864b118b8ac93302f061c864d738626069f4809dbda11d22ce1,0.3470559170236811,5068,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.020060717295259,b5337d1184e2f6611ec948e20fb9fb846dab03e8757383619b82a935e7dedd79,
ring3,0.9,,0.11108946955199066,,mse,c3149bdb2b7c16fd674933b7a24acc54daa185775b66b693bf449520f879ac52,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.46491593916719126,,0.1,9eee8d643f2f4b083a20eafb5b78f5f4e6b982a69b2669df5cb734d57f1ca052,,mse,36,0.3678459256688432,,mse_matched,21af73c23e7419fe77f83873b4105298a0b0ab9840669c39be2bf5b18ebf16d3,0.32805175008252263,5069,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.998000620729702,b50ed1c140e6a5c7519d280071989b2db34ea7f58cb7a55b334eefcfddb6b45d,
ring3,0.9,,0.1170818756673449,,mse,3c5cac32a830ce7c99c04961af144b9457e8efc049a95b9a1870810fea42df72,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.43314692944115735,,0.1,d2becd465ccf798a6140ccc527b995c9172729e7b66cf030fb326f26b5659bec,,mse,36,0.38387500218801607,,mse_matched,281e3ee85f3616bd11a717a0d4d3488d6784357830ab16d4ac6fdf2c11119e8f,0.3580864170799032,5070,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.123268432817366,a0d11a5bf643ae0e6983455fcdc4633235ce1129a3b6481987e2105fe2b06aec,
ring3,0.9,,0.11313229588188965,,mse,54ac72f355d4c5cfac5873de878e19d8723c2ed9759b451c6d6c14339264c506,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.4095617264180088,,0.1,bac8610af2682e8f6474bc74df1669b76035dcc40b7a60ed18ecc502b6a05a12,,mse,36,0.3809168211511436,,mse_matched,f1cd575e205e478322df66d3dd850e064dafd4ab102a4f8e1c610ecc8f2e6a33,0.3329352909931913,5071,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.087026738884563,c748a5eb2a71b1ca564ac936e7f52c2421b98e9ede9059b171b26197934dd642,
ring3,0.9,,0.12704488992416624,,mse,ac99f6886dcaf6d6bd690f188dc52ca33c63803f166a45eb8b29113e95e51bb9,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.2800503502541091,,0.1,f4d0bcd6e375a5147714e35b22596b9ed41cc5453740d377f0dbeb185064827d,,mse,36,0.42067844345750405,,mse_matched,1546f9ce1459e04d5433a040be66c65d7a9584362f6d84effe30a7f08b7565ca,0.32866462494712323,5072,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.850517140895608,1252aec0d5b626d7bb65f17183a1fc638197d7dbef3a634619eabf754bf2d1af,
ring3,0.9,,0.12616055535148601,,mse,800b789987f140febe710c03ada38652b5244c07b324a783730fc6abb583abaa,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.38319382206394753,,0.1,5abad9c3a21493e86b260303bccde55bf3ad15241455cc994c98733fef98c4f5,,mse,36,0.4305821001757202,,mse_matched,024955b33e9732f155e435c85081ea9181e45d5a9b97ec0b40f34c3688540ff5,0.3608638329897076,5073,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.005437406518973,39aa3eff1cae6588a6cc41d4a0372107ab715ab384fa42be3b5e39f532b96368,
ring3,0.9,,0.12106550979836092,,mse,d3a3217cc659f1afca3097a470f7da7391193a49e40708d40d3c72b0e053b5b1,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.39564657986037094,,0.1,0baf1f92664fdbda9c4bd64f697d55426eb2d6100c9224bd1c0387065feec053,,mse,36,0.40490137056308,,mse_matched,2d8df6ac4f0f5a6fd56676f211da3c62059966efc21160203881a607d09a1835,0.34902791609056294,5074,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.026065299482786,69891aadf0b34689a9739922096049f30e21b7aabffcecc4682365db50bf5716,
ring3,0.9,,0.12003659373483191,,mse,91719a2d2e57fca54807d5dda4d7c4eab44aad1445a09090dfbfab7cf5bde103,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.31162822600938783,,0.1,8d695bcfa2697a56f4a425a6eba6a0fdcb522826fee1e6cfbb5e99101d02b84f,,mse,36,0.4055290328879456,,mse_matched,0c53bc272bd3cb0b35932e1080f15813cd97ed3d270a079b4def773ec40ba97e,0.3406332499580458,5075,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.892026311942355,a127bddd18ac4a102600f0b031b771c836b8f96b51b25ab777027aee173a6d75,
ring3,0.9,,0.12409910595865377,,mse,7ece90ff607f17cf8e0eeabbdaab6fa94a9c0130f45bdcba08e9aea1f8e2e166,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.2695001795751323,,0.1,2c234d7b732a02f44f4317948a12f1252891b5a406a4de30ece688050678a5be,,mse,36,0.42940867113721026,,mse_matched,f31531a96db540e35453d94239ce9b2bc5aafa7539c074edada828add661929d,0.3599705829983577,5076,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.899706668156672,2e9326024f291f0d694df194ac7bd70321f73e3d828993c66e4a70ae35098f7d,
ring3,0.9,,0.11872651944081468,,mse,85a2631590880852ed91d9f24fe2e12a1c4c51c106468ec273be2560587f43b5,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.33692986594357416,,0.1,bea361495a7fcb5f0b3dd19a3274e67a4796c72abbf9a2b2309e0ac61fcbbdc5,,mse,36,0.3944402639229724,,mse_matched,bb278c80f5f001d719b81e2568f53fd713a0825e8d27af342b293c4058ae7903,0.3351578749716282,5077,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.016056868284546,b50da68aadbb247ac2843ba2d543238455523060edb5536952ca437c7d85d96f,
ring3,0.9,,0.11177872933588485,,mse,094fbca071c06d0bc9699de22a2e37c79184cad0d919741f723084d5cc0e2084,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.48193139131208473,,0.1,b6ceb5dcbb11d1168f0bcab6cbc3eccb4fa31ec18e23d10a6b86eef8ee4ba71b,,mse,36,0.3641000955566282,,mse_matched,e504de852e56edf16af588406dd975404f0ced68b52ccf0dd400bf4e7d0a0061,0.3378740419866517,5078,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.120081058652903,ae524433e3add20e2a98158fa1b8ba0a6ec44a66996d386984742ee5c7ee5d14,
ring3,0.9,,0.11986830615245345,,mse,cc1b0aaaac633d89edb19c67a3b001d6c4182d48456bf99545e625bd274d44ee,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.33259049686344316,,0.1,a9f13c14bd7879aadbfa0804510243ed6a08fe6cdb0aea1321961666202d3bc1,,mse,36,0.42059054790334544,,mse_matched,4979b81456c2c899ab7691ed12b87f0ba043748bf77bb6acab3fd3a9dc66058c,0.38053845800459385,5079,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.872338246286363,33a291fe6fdd41194c0fc309bf91650fbd293bbfab7a74598f26a0342fe957e1,
ring3,0.9,,0.1246570878733113,,mse,11bb69f075f7570e80f09ef70af4c755defcc6efe3ba4fae3a9e00f1fe60a611,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.3857417738216683,,0.1,0872062c42b9b667055c8ee07c15cad2d57b747bb810d10b3bf1af21bdd6c5b8,,mse,36,0.4087117635190534,,mse_matched,7fce18aaeaa8e31de30d80be205deadedac56a58da8fd1a2fef49b8812fe5324,0.36615283391438425,5080,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.096920457031022,19292ca8bb44b2fb7cd4f24ec5644f9c72ab599886aa6ec03c6db70c8bcdd27e,
ring3,0.9,,0.12228982215588231,,mse,1d5ce78eca7baa759945744effd8a0cf3961301f7b7130a4f666c8e937b2b2ca,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.41963848182260466,,0.1,d7279d2c30a39dd868a24426395305ce32ad21455078e38e61d54f6701d9b225,,mse,36,0.40226915182856027,,mse_matched,9c9c96eef9996f6209198b8326f18ec80ad163e0eb386b1e4e75114f65be25a4,0.3399668330093846,5081,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.936456996394344,57ef9b16cd1dcb71a31023f90b25aa298b37b8c8348e95737c13fadee7e9aef9,
ring3,0.9,,0.12340379607365765,,mse,587a2b818529c85625f4adf1e2792f88ec1e357b45bf26d92ceca85972d046c6,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.3495535625302383,,0.1,8ddb019f428c0d64fb89e1549638bcabb3aa4c1cb1313818ef9f6e7c9aa40c43,,mse,36,0.4314818044533484,,mse_matched,3cd5bd8fc7a7bd4c74d1a9bdcaf4435743aed4e8fe2255b7736034c6af3f0ff0,0.3693449170095846,5082,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,5.931704562422582,dfc994d29034185bc0f89c1c5a57c2d250efa0312b97d67973d5260befc8101d,
ring3,0.9,,0.11145762404979624,,mse,82780f115a0b9595f3800388acc5c0d70eac583b6da0de043b56cc96990a2e9b,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.5178019860459708,,0.1,844a7164c577bfb40b3952eb2d2cf8d0b008f820aef1090ac609f27c371c6b0a,,mse,36,0.37276797341068973,,mse_matched,d081307598e87f80d91395e3709f4a8dec9879e76c1e41c61cdb161df4a3878c,0.360124500002712,5083,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.189150085186136,1571a87835660fd6927d94cd88afaa5d16ecb1c9ba3feb4ca9664d8cde7de9cf,
ring3,0.9,,0.11390682912923532,,mse,5d9651f505ef199fde0153fc767593fcec3eaca82c385596c763dd07620c970b,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.4425915186280267,,0.1,d0045d4207f855020ee0e2c1dcff3142998ad3c4deef28dc12e76a5712ce2b58,,mse,36,0.3835246772028125,,mse_matched,1ba2b44df811b9d238f2dfd503a542b051a3767fdfac58c37a2cfd942046464e,0.33846441691275686,5084,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.030253848077904,40ccdd847d944d4c6327a796f548b864a920cc61264afc96008daab3ec13fc72,
ring3,0.9,,0.12609457212524783,,mse,8cfeb35a759de4a32fd2d51024988af85cc4523c5ed005573c16517eda0eeb77,b0.9_ring3_mse_sigma0.75_lr0.1,iqp,0.37237011739984355,,0.1,b10330a0ad0c1ba909ca079e6f9efc31ed7a81a61e53768769b835f19a3bc9d6,,mse,36,0.4245608489065583,,mse_matched,2b3f3609356a3eb2f50df1664ecedaeca471696cf73e3e9988f5541918b8ac6c,0.35760404099710286,5085,0.75,3da0b0fe2f7362459d6d946614d08a32e9b004b8d0e05b6f96a877c4da95bee0,ok,,,,,,6.051729720623969,2ff51910a07347bbd9fa9729d0e5500b173dc5ee8911dd3ee744e5e2add5e3e6,
