radius,objective,sigma,lr,beta,seed,key,parameters,status,error,kl,validation_nll,recovery_1000,coverage_1000,sample_sha256,validation_sha256,mask_sha256,initial_sha256,seconds
1,mse,1,0.02,0.9,119,r1_mse_sigma1_lr0.02,12,ok,,0.7219222491294275,6.3206200267643196,0.35122815171422794,0.10361230475569724,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,55184240c009f311879b70da2d8309106fedd0c02ebba548f2a08fb9087a23fe,0.2678522920468822
1,mse,1,0.02,0.9,120,r1_mse_sigma1_lr0.02,12,ok,,0.666713080028867,6.3540785000417905,0.3667288974611725,0.10781829585358471,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,7e0ff4802f886734f8d2147c6f421dd3113c80b48435574319bfbbad8b7330fa,0.27109670802019536
1,mse,1,0.05,0.9,111,r1_mse_sigma1_lr0.05,12,ok,,0.82346130667777,6.653257093762283,0.3426971511809893,0.0990394766913059,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,96b86ecff4362f2ef445a3be334302d34ae7d03d85e8e8e806ebcb97f39a0fbd,0.2744722079951316
1,mse,1,0.05,0.9,112,r1_mse_sigma1_lr0.05,12,ok,,0.8186590715316908,6.501716517933485,0.3112301563594757,0.09150166596968586,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,7a9d6f6f44535dccefcd9f050c6d5219ff9b2ce985333f042c13252f7c8bbf9d,0.2775309579446912
1,mse,1,0.05,0.9,113,r1_mse_sigma1_lr0.05,12,ok,,0.7775073869786775,6.2977292643714335,0.34156440384792647,0.10383557876976965,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,174e4c9150f344ddaa327ef8fb73e301f24a660f0e2ae0e21efac189efc41f4b,0.2766672499710694
1,mse,1,0.05,0.9,114,r1_mse_sigma1_lr0.05,12,ok,,0.7009585578928241,6.3885830638323275,0.34661760653240653,0.10225219392705992,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,f47ce7c8bc2f0244646fc94f66378c03c6d3a6333febd714bd1a1c5b1219d360,0.2871148328995332
1,mse,1,0.05,0.9,115,r1_mse_sigma1_lr0.05,12,ok,,0.897654471352014,6.410552483690696,0.31267987550469867,0.0934912827759049,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,fc82017ddfa783d3b8de0fe6ba6dbcae9d0f983fa2ca1940d75987890c01e5b1,0.290056666941382
1,mse,1,0.05,0.9,116,r1_mse_sigma1_lr0.05,12,ok,,0.8352126566841154,6.572551301003627,0.3125785157042834,0.09533644728980645,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,627cd83614a1918f21688e7b56bc7c56cdb023030fa2b61dc00bdd2a71476f26,0.30197058303747326
1,mse,1,0.05,0.9,117,r1_mse_sigma1_lr0.05,12,ok,,0.8715361907770961,6.5018543840017085,0.3047214967538837,0.09019756303914958,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,3aa7f617f1e6bb331705e0b54586061851eddcd0f484aba7e5ddf22b6bf45eb9,0.32909787504468113
1,mse,1,0.05,0.9,118,r1_mse_sigma1_lr0.05,12,ok,,0.7139311972255155,6.436793772271875,0.35690981022986573,0.10243311553597147,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,63674289799a75e81a2439fee851a11a30ef752f714ba1cbbd788542b68b464e,0.33225262502674013
1,mse,1,0.05,0.9,119,r1_mse_sigma1_lr0.05,12,ok,,0.721996671426635,6.320639940595301,0.35123050879267137,0.10361300009383806,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,55184240c009f311879b70da2d8309106fedd0c02ebba548f2a08fb9087a23fe,0.3308455420192331
1,mse,1,0.05,0.9,120,r1_mse_sigma1_lr0.05,12,ok,,0.6667635594823265,6.3541084013324305,0.3667332115005919,0.10781956418117401,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,7e0ff4802f886734f8d2147c6f421dd3113c80b48435574319bfbbad8b7330fa,0.3174005829496309
1,mse,1,0.1,0.9,111,r1_mse_sigma1_lr0.1,12,ok,,0.8234613064883609,6.653257093556185,0.3426971511836672,0.09903947669207983,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,96b86ecff4362f2ef445a3be334302d34ae7d03d85e8e8e806ebcb97f39a0fbd,0.32534537510946393
1,mse,1,0.1,0.9,112,r1_mse_sigma1_lr0.1,12,ok,,0.8186590710215886,6.5017165173571705,0.3112301564853489,0.09150166600669257,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,7a9d6f6f44535dccefcd9f050c6d5219ff9b2ce985333f042c13252f7c8bbf9d,0.3243396250763908
1,mse,1,0.1,0.9,113,r1_mse_sigma1_lr0.1,12,ok,,0.7775073874565915,6.297729264580145,0.34156440384826436,0.10383557876987237,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,174e4c9150f344ddaa327ef8fb73e301f24a660f0e2ae0e21efac189efc41f4b,0.3258709160145372
1,mse,1,0.1,0.9,114,r1_mse_sigma1_lr0.1,12,ok,,0.7009585580365492,6.388583063970762,0.3466176064403048,0.10225219389988992,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,f47ce7c8bc2f0244646fc94f66378c03c6d3a6333febd714bd1a1c5b1219d360,0.31976779096294194
1,mse,1,0.1,0.9,115,r1_mse_sigma1_lr0.1,12,ok,,0.8976544714366715,6.4105524841561214,0.3126798755596599,0.09349128279233833,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,fc82017ddfa783d3b8de0fe6ba6dbcae9d0f983fa2ca1940d75987890c01e5b1,0.3094247920671478
1,mse,1,0.1,0.9,116,r1_mse_sigma1_lr0.1,12,ok,,0.8352126562812282,6.572551300669222,0.31257851579070245,0.09533644731616425,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,627cd83614a1918f21688e7b56bc7c56cdb023030fa2b61dc00bdd2a71476f26,0.294574833009392
1,mse,1,0.1,0.9,117,r1_mse_sigma1_lr0.1,12,ok,,0.8715361898016213,6.501854383033626,0.30472149696668943,0.09019756310214007,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,3aa7f617f1e6bb331705e0b54586061851eddcd0f484aba7e5ddf22b6bf45eb9,0.2953686249675229
1,mse,1,0.1,0.9,118,r1_mse_sigma1_lr0.1,12,ok,,0.7139311971360289,6.436793772152083,0.3569098102817467,0.1024331155508613,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,63674289799a75e81a2439fee851a11a30ef752f714ba1cbbd788542b68b464e,0.3007333750138059
1,mse,1,0.1,0.9,119,r1_mse_sigma1_lr0.1,12,ok,,0.721996671864392,6.3206399408953695,0.3512305086914797,0.10361300006398651,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,55184240c009f311879b70da2d8309106fedd0c02ebba548f2a08fb9087a23fe,0.3090417080093175
1,mse,1,0.1,0.9,120,r1_mse_sigma1_lr0.1,12,ok,,0.6667635592248431,6.354108401033178,0.36673321164995204,0.1078195642250859,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,7e0ff4802f886734f8d2147c6f421dd3113c80b48435574319bfbbad8b7330fa,0.30370916600804776
1,mse,1,0.2,0.9,111,r1_mse_sigma1_lr0.2,12,ok,,0.8234613065424274,6.653257093651943,0.3426971511558216,0.09903947668403246,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,96b86ecff4362f2ef445a3be334302d34ae7d03d85e8e8e806ebcb97f39a0fbd,0.31058875005692244
1,mse,1,0.2,0.9,112,r1_mse_sigma1_lr0.2,12,ok,,0.8186590715695641,6.501716517972471,0.3112301563537178,0.09150166596799303,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,7a9d6f6f44535dccefcd9f050c6d5219ff9b2ce985333f042c13252f7c8bbf9d,0.2956296249758452
1,mse,1,0.2,0.9,113,r1_mse_sigma1_lr0.2,12,ok,,0.7775073872520386,6.2977292644272795,0.3415644038425809,0.1038355787681446,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,174e4c9150f344ddaa327ef8fb73e301f24a660f0e2ae0e21efac189efc41f4b,0.3133786250837147
1,mse,1,0.2,0.9,114,r1_mse_sigma1_lr0.2,12,ok,,0.7009585578297428,6.388583063773847,0.34661760653116913,0.1022521939266949,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,f47ce7c8bc2f0244646fc94f66378c03c6d3a6333febd714bd1a1c5b1219d360,0.32428737508598715
