beta,architecture,objective,sigma,lr,seed,key,family,parameters,status,kl,validation_nll,recovery_1000,coverage_1000,seconds,sample_sha256,initial_sha256,mask_sha256,validation_sha256,error
0.9,ring,parity,2.0,0.1,114,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.6166975262283374,6.330224705077232,0.3905691926916089,0.11521791184402462,0.6535047919023782,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,ff1f566e112f87b9cad44cd46ba1c612e01b8c5fd8b5b0ea9eff1d1194af513a,2da2eff4a068e88b41bb2a9f71d17504f3bc60c31b0363210d25907cced26bee,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,ring,parity,2.0,0.1,115,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.6459994823096697,6.225005117840923,0.3881478760254871,0.11605621493162065,0.6882287920452654,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,1ae9d839d1869c0f22993ebadfd19eb0715ce3d007fd9f2802df18e4040708bc,1fa2303165fb9f092630d1b0199b8b1ceef402fc45bd96481c26f4dc4640000c,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,ring,parity,2.0,0.1,116,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.5220716392819146,6.249423902829296,0.3789173192000275,0.11556978235600839,0.6669101249426603,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,7c75eb5fca0d72e6adcecef89e7dc937297e38de8cb0f313c0efdbaa84f869b4,4b774c30d2dadd0ba79d44923c3465d50bf5beb8544ebb6fa76e4e48a8e30ffa,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,ring,parity,2.0,0.1,117,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.4811436831463473,6.1391025303815585,0.40739581673472985,0.12058916175348004,0.6407561670057476,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,fc79fab2451060b5dec563ede4c16d8978c0910ac1ba9cb8dd0770b2eee8df71,24f95bfd52c3f3d2c98931fb18163579577384289930fa8ba980f3e9731f5494,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,ring,parity,2.0,0.1,118,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.38671701403692105,6.117719043016771,0.4329905081108908,0.12426827582782567,0.6617593331029639,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,f6a266db7e43e2d4c3efaac77387b131e8972c9689b7bb3f39cff6baaa1f2d33,5acbf74ae2e9e8a1a4fb070e1975a0e7985410d95eb0df75d2dc8cbbd577c6ea,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,ring,parity,2.0,0.1,119,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.5926765106074308,6.181643714023821,0.3914153055957148,0.11546751515073586,0.6335994580294937,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,4279994d459dd9550c597307a9eb02dbadf88a836b3acac9f0155f99e4616a79,8851bc19fbe925ac4230a2881685bca8aa77d927173c7879a0be501620af9389,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,ring,parity,2.0,0.1,120,b0.9_ring_parity_sigma2_lr0.1,parity,24,ok,0.5094926046530484,6.16455154866586,0.42007515622190406,0.1235020959292398,0.6148794590262696,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,704fb4a4b4996b289a3de2730522a65fcbd6b3478c0d5c2c86b82d7d62ce3a31,e2870c0966ac2c6eeda9be223b2b76a59dd3d8bbc502a53f1293837163c5dabc,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,ring,scaled-mse,1.0,0.005,111,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.9177345661229124,6.6333430479627244,0.3946767254030043,0.11406157364146824,0.48067170893773437,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d3f89794b81548de4e59b0ec306b27c71b5ffb286fb0630c9f0073f46eb4c9f7,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,ring,scaled-mse,1.0,0.005,112,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,1.1302692725447163,6.79252057428528,0.3528372902652999,0.10373416333799818,0.48908616695553064,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,878cf7d55afb9a39657ebc38bdf121170189f21d2dfaa163389d30f925ef68ec,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,ring,scaled-mse,1.0,0.005,113,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.8379174103683187,6.389793419150296,0.36542047208934575,0.11108782351516111,0.5101512499386445,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,891547b532f120de6026299269c7b7f02b9f8e5ec5427c34f46a0d7342b1e3cb,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,ring,scaled-mse,1.0,0.005,114,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,1.0358788897079205,6.727356206707013,0.40219075138516347,0.11864627165862322,0.48070862505119294,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,ff1f566e112f87b9cad44cd46ba1c612e01b8c5fd8b5b0ea9eff1d1194af513a,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,ring,scaled-mse,1.0,0.005,115,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.9226473539780708,6.46831223941779,0.3360296581755896,0.10047286779450129,0.4608947499655187,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,1ae9d839d1869c0f22993ebadfd19eb0715ce3d007fd9f2802df18e4040708bc,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,ring,scaled-mse,1.0,0.005,116,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.8767168477972984,6.59055684480285,0.3673988156030221,0.11205663875892174,0.5592417090665549,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,7c75eb5fca0d72e6adcecef89e7dc937297e38de8cb0f313c0efdbaa84f869b4,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,ring,scaled-mse,1.0,0.005,117,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.9350179184490155,6.579238669704333,0.32184952389987365,0.0952674590743626,0.5662234999472275,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,fc79fab2451060b5dec563ede4c16d8978c0910ac1ba9cb8dd0770b2eee8df71,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,ring,scaled-mse,1.0,0.005,118,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.8609634309027085,6.593632581468014,0.3779330077434871,0.1084667732223808,0.5801916669588536,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,f6a266db7e43e2d4c3efaac77387b131e8972c9689b7bb3f39cff6baaa1f2d33,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,ring,scaled-mse,1.0,0.005,119,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.8106449511425975,6.419420742398985,0.4038726070849578,0.11914241909006255,0.5272846670122817,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,4279994d459dd9550c597307a9eb02dbadf88a836b3acac9f0155f99e4616a79,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,ring,scaled-mse,1.0,0.005,120,b0.9_ring_scaled-mse_sigma1_lr0.005,mse,24,ok,0.8766674031434258,6.537181044177852,0.4580505305904351,0.1346668559935879,0.49828058294951916,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,704fb4a4b4996b289a3de2730522a65fcbd6b3478c0d5c2c86b82d7d62ce3a31,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,ring,scaled-mse,1.0,0.01,111,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.5699151094613945,6.326802947637742,0.4084962182412199,0.11805540707171255,0.4652622500434518,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d3f89794b81548de4e59b0ec306b27c71b5ffb286fb0630c9f0073f46eb4c9f7,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,ring,scaled-mse,1.0,0.01,112,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.8087259059674793,6.458041116690042,0.34407629419307667,0.10115843049276453,0.4830845419783145,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,878cf7d55afb9a39657ebc38bdf121170189f21d2dfaa163389d30f925ef68ec,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,ring,scaled-mse,1.0,0.01,113,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.6892973093253132,6.2203272858213925,0.3714992624604171,0.11293577578796679,0.4743826249614358,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,891547b532f120de6026299269c7b7f02b9f8e5ec5427c34f46a0d7342b1e3cb,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,ring,scaled-mse,1.0,0.01,114,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.683813532852962,6.371330306302543,0.38619368921934066,0.1139271383197055,0.45690891600679606,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,ff1f566e112f87b9cad44cd46ba1c612e01b8c5fd8b5b0ea9eff1d1194af513a,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,ring,scaled-mse,1.0,0.01,115,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.6719128546730531,6.2482416697388965,0.3582481900470214,0.1071162088240594,0.5102967499988154,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,1ae9d839d1869c0f22993ebadfd19eb0715ce3d007fd9f2802df18e4040708bc,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,ring,scaled-mse,1.0,0.01,116,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.6977572676063559,6.422607567953024,0.36911665468192645,0.11258057967798757,0.5326825419906527,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,7c75eb5fca0d72e6adcecef89e7dc937297e38de8cb0f313c0efdbaa84f869b4,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,ring,scaled-mse,1.0,0.01,117,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.7810665525419653,6.427247603554099,0.3424678291135042,0.10137047741759725,0.4878606670536101,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,fc79fab2451060b5dec563ede4c16d8978c0910ac1ba9cb8dd0770b2eee8df71,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,ring,scaled-mse,1.0,0.01,118,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.5460415277350117,6.299860729875442,0.41429069926209244,0.11890143068822052,0.509965084027499,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,f6a266db7e43e2d4c3efaac77387b131e8972c9689b7bb3f39cff6baaa1f2d33,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,ring,scaled-mse,1.0,0.01,119,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.4699819554908298,6.103181431710973,0.4107631357697372,0.12117512505207248,0.5113782499684021,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,4279994d459dd9550c597307a9eb02dbadf88a836b3acac9f0155f99e4616a79,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,ring,scaled-mse,1.0,0.01,120,b0.9_ring_scaled-mse_sigma1_lr0.01,mse,24,ok,0.7648078178583464,6.436651975962528,0.40564835500960067,0.11926061637282259,0.4831209579715505,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,704fb4a4b4996b289a3de2730522a65fcbd6b3478c0d5c2c86b82d7d62ce3a31,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,ring,scaled-mse,1.0,0.02,111,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.5465307477159234,6.314636515727383,0.40619729483127764,0.11739101820623923,0.47420912492088974,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d3f89794b81548de4e59b0ec306b27c71b5ffb286fb0630c9f0073f46eb4c9f7,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,ring,scaled-mse,1.0,0.02,112,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.644304644285701,6.306525993138635,0.35305200074619764,0.10379728821938211,0.46885679196566343,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,878cf7d55afb9a39657ebc38bdf121170189f21d2dfaa163389d30f925ef68ec,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,ring,scaled-mse,1.0,0.02,113,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.5254527064200369,6.082355553514377,0.38598945649422345,0.11734079477424393,0.46278083289507776,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,891547b532f120de6026299269c7b7f02b9f8e5ec5427c34f46a0d7342b1e3cb,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,ring,scaled-mse,1.0,0.02,114,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.56578498166752,6.268737078571341,0.3972119449439213,0.11717752375845679,0.46387983299791813,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,ff1f566e112f87b9cad44cd46ba1c612e01b8c5fd8b5b0ea9eff1d1194af513a,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,ring,scaled-mse,1.0,0.02,115,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.6286760186235203,6.1789333910698385,0.37332368569820096,0.1116237820237621,0.4869519170606509,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,1ae9d839d1869c0f22993ebadfd19eb0715ce3d007fd9f2802df18e4040708bc,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,ring,scaled-mse,1.0,0.02,116,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.4726453457997667,6.177162539798207,0.38693046278551774,0.11801379114958291,0.5050292080268264,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,7c75eb5fca0d72e6adcecef89e7dc937297e38de8cb0f313c0efdbaa84f869b4,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,ring,scaled-mse,1.0,0.02,117,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.7632683414480605,6.4424095128400305,0.34851300417674,0.10315984923631505,0.4751035829540342,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,fc79fab2451060b5dec563ede4c16d8978c0910ac1ba9cb8dd0770b2eee8df71,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,ring,scaled-mse,1.0,0.02,118,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.4379947973260646,6.169229745187106,0.41396265908025587,0.11880728315603344,0.4784358750330284,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,f6a266db7e43e2d4c3efaac77387b131e8972c9689b7bb3f39cff6baaa1f2d33,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,ring,scaled-mse,1.0,0.02,119,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.4732087697901575,6.106889491267259,0.3960341963484111,0.11683008792278128,0.4589419999392703,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,4279994d459dd9550c597307a9eb02dbadf88a836b3acac9f0155f99e4616a79,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,ring,scaled-mse,1.0,0.02,120,b0.9_ring_scaled-mse_sigma1_lr0.02,mse,24,ok,0.529296076899164,6.223030715791047,0.4233227441750721,0.12445688678747119,0.46107225003652275,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,704fb4a4b4996b289a3de2730522a65fcbd6b3478c0d5c2c86b82d7d62ce3a31,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,ring,scaled-mse,1.0,0.05,111,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.42870204379688703,6.183955491582784,0.41657725020637726,0.12039082530964304,0.47635554196313024,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d3f89794b81548de4e59b0ec306b27c71b5ffb286fb0630c9f0073f46eb4c9f7,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,ring,scaled-mse,1.0,0.05,112,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.4996630950861638,6.148359211150364,0.3705054817048357,0.10892861162122171,0.4765436250017956,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,878cf7d55afb9a39657ebc38bdf121170189f21d2dfaa163389d30f925ef68ec,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,ring,scaled-mse,1.0,0.05,113,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.41037392769422043,6.000994911527954,0.4071918916492546,0.1237863350613734,0.47797075007110834,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,891547b532f120de6026299269c7b7f02b9f8e5ec5427c34f46a0d7342b1e3cb,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
0.9,ring,scaled-mse,1.0,0.05,114,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.4892964608319395,6.187303006021992,0.404428181168405,0.11930631344467947,0.46439687500242144,c8a7a565f4c34afcedf377bd8a33aee023bbafec99430b278d5183f906311b3e,ff1f566e112f87b9cad44cd46ba1c612e01b8c5fd8b5b0ea9eff1d1194af513a,9fc9306ab4737b5804dc59a07264243c6abc622ca16efa0cd4d6bddf38b05e36,52ceac77e1e0c99a5de90b23d52d3e2f15eb08da92d5b6842d3e92834a138f22,
0.9,ring,scaled-mse,1.0,0.05,115,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.5465084979665894,6.0900586089207485,0.3905913468374081,0.11678681270438503,0.46011975000146776,21e3187a25ce542a7fda12331f6df5573b7aa9cfb19c4d6a1242f48e9ab77257,1ae9d839d1869c0f22993ebadfd19eb0715ce3d007fd9f2802df18e4040708bc,fae9b80b4b9bbecd172da441f7a298732dc4ec9c5fd56650a16ee48bf4f2164a,c3a0cabd7487508470d585545f7b6a856897b0410105302f1b4d5c12944c190d,
0.9,ring,scaled-mse,1.0,0.05,116,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.4489831069967172,6.147534324269275,0.38679132417271445,0.1179713538726779,0.4948756250087172,b240340bda42b13e461b839e854e8931eb9b197c11fad589d1f07877b5a6c105,7c75eb5fca0d72e6adcecef89e7dc937297e38de8cb0f313c0efdbaa84f869b4,67eaeaae05cc33550f061649f99bb92951375c55491458d36e2f1c224114a8b1,0d285e8573294ff0f8d626c9d7c79b1ffa6d14fb3071ba7be902aa48627a1c7e,
0.9,ring,scaled-mse,1.0,0.05,117,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.6012223573516601,6.27225145012467,0.36141782134900197,0.10697967511930459,0.48484433291014284,2ff937c83d36f7b3a5406c91e8755c50ce932575e34db68925452587b0ab77d6,fc79fab2451060b5dec563ede4c16d8978c0910ac1ba9cb8dd0770b2eee8df71,6d2e8203ab09f7481803ba6cac1d0fef11989f0d29cc5ddaeca62054fed6f238,32821079a74fe63f445d951a557ad18447fced01821fc77b6b8d137d2fe48881,
0.9,ring,scaled-mse,1.0,0.05,118,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.43358132760065216,6.161344893200057,0.4113824778052484,0.11806677113010629,0.47726179100573063,f9372f8f74b3a18b86f9a9dd960278381003e836073cde71119d3b892dde9434,f6a266db7e43e2d4c3efaac77387b131e8972c9689b7bb3f39cff6baaa1f2d33,3672d037714419789c221c8c7564a09d4bd2e60bbf08a0fa3cd13f9a40a45c57,ffdd2708cda2855a18fd4a81398631fadb59f1610b8dd3d36eefe8f678572c16,
0.9,ring,scaled-mse,1.0,0.05,119,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.49365494490853423,6.128376253428306,0.39307588967945695,0.1159573874554398,0.4946576659567654,9cc5a5818d004f0f1492c246ba3ab8685b2df3f7dfd15cdf113ebebec42d8dee,4279994d459dd9550c597307a9eb02dbadf88a836b3acac9f0155f99e4616a79,a56289775eec0ce432a321db146cf9b88569ccab3daaa3aefaeb57ea0050cb73,01bf4e2b10f88360652600d185a9d719f05502f25f089d70da96eafa7fe4dfe3,
0.9,ring,scaled-mse,1.0,0.05,120,b0.9_ring_scaled-mse_sigma1_lr0.05,mse,24,ok,0.4079993916259848,6.1020633872371,0.439458076489039,0.12920067448777747,0.48885429196525365,69e5aaf107b63f46b6b057dfe99d3189e4f485b9649136f1718f398f646e43c6,704fb4a4b4996b289a3de2730522a65fcbd6b3478c0d5c2c86b82d7d62ce3a31,be8ede604a893ee87034e6fb596cea91ea3be8f191d448807bebae1ef6fbfe79,dff4b17a330f664ec4d31f507c7603e7842ac94d65226c760d6e78cfa953aeb7,
0.9,ring,scaled-mse,1.0,0.1,111,b0.9_ring_scaled-mse_sigma1_lr0.1,mse,24,ok,0.45389656728998773,6.210263754422635,0.4124888000775105,0.11920926322240054,0.4786232920596376,6f4599f803588363f7f3f06a30082972087391773f80fd6d7eb3eadc6484859e,d3f89794b81548de4e59b0ec306b27c71b5ffb286fb0630c9f0073f46eb4c9f7,46ec6552ea8abd2c67a85ebf993bb74a1984e0f557904f8a35ae4eb6d2b596da,ff013eda1d426d67006a334f6583897c614d689f5823b14c442be63e78bb3962,
0.9,ring,scaled-mse,1.0,0.1,112,b0.9_ring_scaled-mse_sigma1_lr0.1,mse,24,ok,0.41586989084922066,6.056549318282391,0.40005319381500826,0.11761563898161244,0.4631179580464959,23158049f8a287709543a55b89f8943218b08cba397a67e034633640e70c99f6,878cf7d55afb9a39657ebc38bdf121170189f21d2dfaa163389d30f925ef68ec,b0126d22db14df8032614d0be237f7ba7f8faae015df79310d48a47a7e019709,3dd0b47c3c1ce23069083c16d0c2272714da54db5025db5646fd1228b010a5e8,
0.9,ring,scaled-mse,1.0,0.1,113,b0.9_ring_scaled-mse_sigma1_lr0.1,mse,24,ok,0.42969167512738937,5.9819965356180465,0.400280233065647,0.12168519085195667,0.48712779104243964,1130bcd06d370ab57f1bc3a67409c755b267648b80a0f46e840060bb010d3ab8,891547b532f120de6026299269c7b7f02b9f8e5ec5427c34f46a0d7342b1e3cb,494a09d0cb32c8fd575150abd91ad12074451b075c550159cd5a0edda3ce9c1b,db95c591d5ad7a1f08531cf0e04985b931fc730f28e8ed47b8c7c5d8ecd8db0c,
